player_id,player_name,scout_year,role,overall_grade,hit_grade,power_grade,run_grade,arm_grade,field_grade,fastball_grade,slider_grade,curveball_grade,changeup_grade,control_grade
10235,Demo Pitcher 235,2021,Pitcher,65,,,,,,70.0,60.0,60.0,70.0,70.0
10236,Demo Pitcher 236,2016,Pitcher,55,,,,,,45.0,60.0,50.0,60.0,50.0
10237,Demo Pitcher 237,2017,Pitcher,50,,,,,,50.0,50.0,65.0,50.0,50.0
10238,Demo Pitcher 238,2015,Pitcher,50,,,,,,45.0,55.0,65.0,40.0,50.0
10239,Demo Pitcher 239,2015,Pitcher,45,,,,,,35.0,45.0,45.0,35.0,45.0
10240,Demo Pitcher 240,2013,Pitcher,50,,,,,,60.0,45.0,30.0,70.0,45.0
10241,Demo Pitcher 241,2020,Pitcher,45,,,,,,40.0,40.0,45.0,40.0,50.0
10242,Demo Pitcher 242,2018,Pitcher,65,,,,,,70.0,60.0,65.0,65.0,75.0
10243,Demo Pitcher 243,2016,Pitcher,60,,,,,,65.0,60.0,45.0,70.0,75.0
10244,Demo Pitcher 244,2018,Pitcher,55,,,,,,45.0,55.0,50.0,55.0,45.0
10245,Demo Pitcher 245,2012,Pitcher,55,,,,,,60.0,55.0,60.0,55.0,60.0
10246,Demo Pitcher 246,2012,Pitcher,65,,,,,,65.0,70.0,65.0,60.0,75.0
10247,Demo Pitcher 247,2016,Pitcher,60,,,,,,45.0,60.0,50.0,55.0,45.0
10248,Demo Pitcher 248,2011,Pitcher,60,,,,,,55.0,55.0,60.0,60.0,50.0
10249,Demo Pitcher 249,2010,Pitcher,60,,,,,,50.0,75.0,80.0,65.0,55.0
10250,Demo Pitcher 250,2014,Pitcher,50,,,,,,35.0,45.0,40.0,50.0,35.0
10251,Demo Pitcher 251,2019,Pitcher,50,,,,,,60.0,45.0,40.0,40.0,55.0
10252,Demo Pitcher 252,2021,Pitcher,65,,,,,,65.0,65.0,70.0,70.0,70.0
10253,Demo Pitcher 253,2009,Pitcher,50,,,,,,55.0,55.0,45.0,40.0,55.0
10254,Demo Pitcher 254,2016,Pitcher,75,,,,,,80.0,70.0,70.0,75.0,80.0
10255,Demo Pitcher 255,2017,Pitcher,60,,,,,,70.0,60.0,50.0,50.0,65.0
10256,Demo Pitcher 256,2014,Pitcher,60,,,,,,50.0,60.0,60.0,50.0,50.0
10257,Demo Pitcher 257,2015,Pitcher,55,,,,,,60.0,45.0,40.0,50.0,50.0
10258,Demo Pitcher 258,2017,Pitcher,55,,,,,,55.0,55.0,40.0,65.0,55.0
10259,Demo Pitcher 259,2014,Pitcher,55,,,,,,50.0,55.0,45.0,45.0,45.0
10260,Demo Pitcher 260,2016,Pitcher,60,,,,,,60.0,45.0,65.0,45.0,65.0
10261,Demo Pitcher 261,2021,Pitcher,60,,,,,,55.0,65.0,65.0,55.0,50.0
10262,Demo Pitcher 262,2021,Pitcher,50,,,,,,45.0,55.0,45.0,45.0,60.0
10263,Demo Pitcher 263,2013,Pitcher,55,,,,,,50.0,55.0,35.0,50.0,45.0
10264,Demo Pitcher 264,2014,Pitcher,50,,,,,,55.0,55.0,35.0,40.0,45.0
10265,Demo Pitcher 265,2018,Pitcher,65,,,,,,45.0,65.0,70.0,55.0,65.0
10266,Demo Pitcher 266,2011,Pitcher,65,,,,,,65.0,60.0,75.0,65.0,50.0
10267,Demo Pitcher 267,2011,Pitcher,55,,,,,,55.0,55.0,60.0,55.0,50.0
10268,Demo Pitcher 268,2012,Pitcher,45,,,,,,30.0,50.0,40.0,45.0,35.0
10269,Demo Pitcher 269,2017,Pitcher,45,,,,,,35.0,45.0,30.0,40.0,55.0
10270,Demo Pitcher 270,2018,Pitcher,75,,,,,,65.0,65.0,75.0,80.0,60.0
10271,Demo Pitcher 271,2013,Pitcher,45,,,,,,40.0,35.0,40.0,40.0,35.0
10272,Demo Pitcher 272,2015,Pitcher,50,,,,,,35.0,50.0,40.0,55.0,40.0
10273,Demo Pitcher 273,2014,Pitcher,50,,,,,,45.0,30.0,50.0,60.0,55.0
10274,Demo Pitcher 274,2013,Pitcher,55,,,,,,60.0,50.0,50.0,60.0,35.0
10275,Demo Pitcher 275,2009,Pitcher,55,,,,,,55.0,60.0,55.0,45.0,60.0
10276,Demo Pitcher 276,2019,Pitcher,65,,,,,,45.0,65.0,50.0,65.0,75.0
10277,Demo Pitcher 277,2015,Pitcher,60,,,,,,65.0,55.0,50.0,70.0,70.0
10278,Demo Pitcher 278,2017,Pitcher,55,,,,,,50.0,60.0,45.0,55.0,55.0
10279,Demo Pitcher 279,2016,Pitcher,50,,,,,,40.0,35.0,55.0,45.0,60.0
10280,Demo Pitcher 280,2013,Pitcher,65,,,,,,55.0,55.0,70.0,55.0,75.0
10281,Demo Pitcher 281,2015,Pitcher,60,,,,,,55.0,65.0,50.0,70.0,70.0
10282,Demo Pitcher 282,2018,Pitcher,50,,,,,,30.0,40.0,45.0,45.0,55.0
10283,Demo Pitcher 283,2011,Pitcher,65,,,,,,75.0,75.0,60.0,65.0,60.0
